"filename", "language", "JavaScript", "JSON with Comments", "TypeScript", "JSON", "Python", "TypeScript JSX", "PostCSS", "MS SQL", "XML", "Markdown", "comment", "blank", "total"
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\kucukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\maltepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 14, 23, 373
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\pendik\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sancaktepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sariyer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\silivri\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sisli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sultanbeyli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\sultangazi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\tuzla\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\umraniye\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\uskudar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\istanbul\zeytinburnu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\samsung\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\seg\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\seg\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\skytech\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\skytech\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\adalar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\arnavutkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\atasehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\avcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bagcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bahcelievler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bakirkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\basaksehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\bayrampasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\besiktas\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beykoz\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beylikduzu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\beyoglu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\buyukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\catalca\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\cekmekoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\esenler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\esenyurt\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\eyupsultan\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\fatih\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\gaziosmanpasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\gungorent\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kadikoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kagithane\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kartal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\kucukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\maltepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 336, 0, 0, 0, 0, 14, 23, 373
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\pendik\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sancaktepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sariyer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\silivri\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sisli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sultanbeyli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\sultangazi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\tuzla\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\umraniye\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\uskudar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\istanbul\zeytinburnu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sony\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 1, 9, 241
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sunny\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\sunny\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 230, 0, 0, 0, 0, 14, 9, 253
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\tcl\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\tcl\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 1, 9, 241
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\telefunken\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\telefunken\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 15, 9, 262
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\telenova\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\telenova\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\toshiba\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\toshiba\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 237, 0, 0, 0, 0, 15, 9, 261
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\adalar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\arnavutkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\atasehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\avcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bagcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bahcelievler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bakirkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\basaksehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\bayrampasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\besiktas\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beykoz\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beylikduzu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\beyoglu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\buyukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\catalca\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\cekmekoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\esenler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\esenyurt\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\eyupsultan\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\fatih\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\gaziosmanpasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\gungorent\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kadikoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kagithane\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kartal\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\kucukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\maltepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 358, 0, 0, 0, 0, 15, 24, 397
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\pendik\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sancaktepe\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sariyer\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sile\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\silivri\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sisli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sultanbeyli\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\sultangazi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\tuzla\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\umraniye\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\uskudar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\istanbul\zeytinburnu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\vestel\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 238, 0, 0, 0, 0, 15, 9, 262
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\woon\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\woon\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\xiaomi\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\xiaomi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\yumatu\[model]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 3, 19
"c:\Users\ibrahim\Downloads\zero_cms\app\brands\yumatu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 231, 0, 0, 0, 0, 14, 9, 254
"c:\Users\ibrahim\Downloads\zero_cms\app\cerez-politikasi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 2, 55
"c:\Users\ibrahim\Downloads\zero_cms\app\contact\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 252, 0, 0, 0, 0, 10, 15, 277
"c:\Users\ibrahim\Downloads\zero_cms\app\faq\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 3, 35
"c:\Users\ibrahim\Downloads\zero_cms\app\gizlilik-politikasi\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 2, 24
"c:\Users\ibrahim\Downloads\zero_cms\app\globals.css", "PostCSS", 0, 0, 0, 0, 0, 0, 169, 0, 0, 0, 0, 21, 190
"c:\Users\ibrahim\Downloads\zero_cms\app\kullanim-kosullari\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 2, 31
"c:\Users\ibrahim\Downloads\zero_cms\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 180, 0, 0, 0, 0, 5, 13, 198
"c:\Users\ibrahim\Downloads\zero_cms\app\locations\istanbul\kadikoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 244, 0, 0, 0, 0, 12, 21, 277
"c:\Users\ibrahim\Downloads\zero_cms\app\locations\istanbul\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 260, 0, 0, 0, 0, 5, 21, 286
"c:\Users\ibrahim\Downloads\zero_cms\app\locations\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 109, 0, 0, 0, 0, 4, 7, 120
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\adalar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\arnavutkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\atasehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\avcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\bagcilar\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\bahcelievler\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\bakirkoy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\basaksehir\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\bayrampasa\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\besiktas\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\beykoz\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\beylikduzu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\beyoglu\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
"c:\Users\ibrahim\Downloads\zero_cms\app\markalar\lg\istanbul\buyukcekmece\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 257, 0, 0, 0, 0, 10, 17, 284
